title,year,topic,probability,custom_label
The promise of anti-idiotype revisited,2019,-1,0.0,Outlier
The Proper Use of Fibre-Optic Sensors to Monitor the Condition of the Steam Boiler Hanger Rods,2023,-1,0.0,Outlier
The pros and cons of prostate-specific antigen testing,2001,-1,0.0,Outlier
The Protozoan Inhibitor Atovaquone Affects Mitochondrial Respiration and Shows In Vitro Efficacy Against Glucocorticoid-Resistant Cells in Childhood B-Cell Acute Lymphoblastic Leukaemia,2021,51,0.0,Topic 51
The provisional OMERACT ultrasonography score for giant cell arteritis,2023,-1,0.0,Outlier
The public's attitude towards doctors' use of Twitter and perceived professionalism: An exploratory study,2021,-1,0.0,Outlier
The quick sequential organ failure assessment (Qsofa) score is a poor mortality predictor in patients with complicated intra-abdominal infections,2020,71,0.0,Topic 71
"The Randomized, Multicenter, Open-Label, Controlled POLBOS 3 Trial Comparing Regular Drug-Eluting Stents and the Sirolimus-Eluting BiOSS LIM C Dedicated Coronary Bifurcation Stent: Four-Year Results",2024,2,4.473416123453794e-05,Topic 2
The Re-Emergence of Hepatitis E Virus in Europe and Vaccine Development,2023,5,0.01718299578528855,Topic 5
"The Real-Life Effectiveness and Care Patterns of Diabetes Management Study for Balkan Region (Slovenia, Croatia, Serbia, Bulgaria): A Multicenter, Observational, Cross-Sectional Study",2017,23,0.0,Topic 23
The recurrence of illness (ROI) index is a key factor in major depression that indicates increasing immune-linked neurotoxicity and vulnerability to suicidal behaviors,2024,39,0.0,Topic 39
The REFUGE-ED Dialogic Co-Creation Process: working with and for REFUGE-ED children and minors,2023,15,0.00035173549698830673,Topic 15
"The relationship between biomarkers of oxidative DNA damage, polycyclic aromatic hydrocarbon DNA adducts, antioxidant status and genetic susceptibility following exposure to environmental air pollution in humans",2007,-1,0.0,Outlier
The relationship between dark triad personality traits and sexting behaviors among adolescents and young adults across 11 countries,2021,-1,0.0,Outlier
The Relationship Between Dietary Patterns and Glycemic Variability in People with Impaired Glucose Tolerance,2023,-1,0.0,Outlier
The Relationship between Emotional Intelligence and Burnout Syndrome in Greek Teachers in Remote Learning Situation,2022,-1,0.0,Outlier
The relationship between endogenous secretory RAGE and cardiac autonomic function in prediabetes,2021,23,0.11909295801320907,Topic 23
The relationship between mitral annular systolic velocity and ejection fraction in patients with preserved global systolic function of the left ventricle,2013,2,0.00825764339359053,Topic 2
The relationship between thyroid dysfunction during pregnancy and gestational diabetes mellitus,2021,56,0.004174271276441576,Topic 56
The Research Domain Criteria (RDoC) and the historical roots of psychopathology: A viewpoint,2019,-1,0.0,Outlier
The reverse question mark and L.G. Kempe incisions for decompressive craniectomy: A case series and narrative review of the literature,2022,-1,0.0,Outlier
The Riddle of the Double Vision—A Rare Case of Intracranial Tumor: When Imaging Resolves the Mystery,2024,-1,0.0,Outlier
The rising era of immune checkpoint inhibitors in myelodysplastic syndromes,2018,31,0.002765974007195704,Topic 31
"The Risk Reduction Effect of a Nutritional Intervention With a Partially Hydrolyzed Whey-Based Formula on Cow's Milk Protein Allergy and Atopic Dermatitis in High-Risk Infants Within the First 6 Months of Life: The Allergy Reduction Trial (A.R.T.), a Multicenter Double-Blinded Randomized Controlled Study",2022,7,0.005137725986066214,Topic 7
The roadmap for allergology in Europe: The subspecialty of allergology as “stop-over” on the way to a full specialty. An EAACI position statement,2018,7,0.0009875257793160745,Topic 7
THE ROLE AND RELATIONSHIP OF ENDOTHELIN-1 AND MATRIX METALLOPROTEINASES-2 AND –9 IN THE DESTABILIZATION OF ATHEROMATOUS PLAQUE,2022,-1,0.0,Outlier
The role and utilisation of public health evaluations in Europe: A case study of national hand hygiene campaigns,2014,-1,0.0,Outlier
The Role of 18F-FDG PET/CT and Single Isotope 99mTc-Tetrofosmin Scintigraphy Combined with SPECT in Diagnosis of Multiple Endocrine Neoplasia Type 1 Syndrome; [Роль ПЭТ/КТ с 18F-FET и сцинтиграфии с моноизотопом 99mTc-tetrofosmin в сочетании с SPECT в диагностике синдрома множественной эндокринной неоплазии 1 типа],2022,56,0.00401250471617944,Topic 56
The role of 3-D endorectal ultrasound in rectal cancer: Our experience,2014,22,0.0,Topic 22
The role of a parental history of Balkan endemic nephropathy in the occurrence of BEN: A prospective study,2012,-1,0.0,Outlier
The role of angio-optical coherent tomography in the surgical management of the vitreoretinal interface,2022,17,4.944114966880908e-05,Topic 17
The role of angiotensin II and endothelin receptor antibodies in COVID-19,2024,3,0.0,Topic 3
The role of antioxidant defense in freezing tolerance of resurrection plant Haberlea rhodopensis,2021,0,4.917872875042865e-07,Topic 0
The role of artificial intelligence and machine learning in forecasting economic trends; [El papel de la inteligencia artificial y el aprendizaje automático en la previsión de tendencias económicas],2024,-1,0.0,Outlier
The Role of Artificial Intelligence in the Diagnosis and Treatment of Ulcerative Colitis,2024,83,0.0,Topic 83
The role of atypical pathogens in community—aguired pneumonia,2005,6,8.0553497729011e-05,Topic 6
"The role of beliefs, expectations and values in decision-making favoring climate change adaptation - Implications for communications with European forest professionals",2020,-1,0.0,Outlier
The role of biotechnology for conservation and biologically active substances production of Rhodiola rosea: Endangered medicinal species,2012,1,8.575242631170187e-10,Topic 1
The role of birds in dissemination of Francisella tularensis: First direct molecular evidence for bird-to-human transmission,2010,5,1.9400356004072193e-05,Topic 5
THE ROLE OF CARDIAC SURGERY IN THE TREATMENT OF ACUTE CORONARY SYNDROME WITH ST ELEVATION,2023,2,0.0,Topic 2
The Role of CD47 in Gynecological Oncology,2024,59,2.7996657272136927e-38,Topic 59
"The Role of Certain Polymorphic Variants in Genes, Previously Associated with Blood Pressure Values, with Reference to the Risk of Development of Coronary Artery Disease",2022,-1,0.0,Outlier
"The Role of Choline in Neurodevelopmental Disorders—A Narrative Review Focusing on ASC, ADHD and Dyslexia",2023,79,0.0,Topic 79
"The role of complex treatment in mixed leg ulcers - A case report of vascular, surgical and physical therapy",2018,-1,0.0,Outlier
The Role of Control in the Effective Hospital Management,2019,-1,0.0,Outlier
THE ROLE OF CPET IN PATIENTS WITH REDUCED PHYSICAL CAPACITY AND HODGKIN'S DISEASE AT CLINICAL REMISSION,2024,-1,0.0,Outlier
The role of criterion A2 in the DSM-IV diagnosis of posttraumatic stress disorder,2010,-1,0.0,Outlier
The Role of Cytomegalovirus in Congenital and Early Postnatal Infections in Northeastern Bulgaria,2017,5,0.005989289811422477,Topic 5
The role of cytosine methylation for rrna gene expression in reconstructed karyotypes of barley,2001,0,0.0019369055200159212,Topic 0
The role of damage control surgery in the treatment of perforated colonic diverticulitis: a systematic review and meta-analysis,2021,-1,0.0,Outlier
The role of doppler ultrasound in rheumatic diseases,2012,8,4.483549258732624e-06,Topic 8
The role of epistasis and its interaction with environment in fine-tuning heading time in barley,2020,0,1.0749134957291672e-36,Topic 0
The Role of Extended Resection in Locally Recurrent Colorectal Cancer with Invasion of the Aortoiliac Bifurcation: a Rare Clinical Case; [Роль расширенной резекции при локальнорецидивном колоректальном раке с инвазией аорто-подвздошной бифуркации: редкий клинический случай],2024,22,0.0,Topic 22
The Role of FBXW7 in Gynecologic Malignancies,2023,-1,0.0,Outlier
The role of fibrinogen in acute ischaemic stroke,2021,-1,0.0,Outlier
The role of gender in a large international OCD sample: A Report from the International College of Obsessive-Compulsive Spectrum Disorders (ICOCS) Network,2022,-1,0.0,Outlier
"THE ROLE OF GENETICS IN A PERSONALIZED APPROACH IN PATIENTS WITH FEEDING PROBLEMS, OVERWEIGHT AND OBESITY",2022,-1,0.0,Outlier
The role of gut microbiota in juvenile idiopathic arthritis,2018,-1,0.0,Outlier
The role of HEXACO personality traits in different kinds of sexting:A cross-cultural study in 10 countries,2020,10,0.0032126791782499144,Topic 10
The role of immunostimulants in the complex therapy of Covid 19 - a clinical case,2020,3,5.971830998745245e-07,Topic 3
The role of intravenous immunoglobulin preparations in the treatment of systemic sclerosis,2011,-1,0.0,Outlier
The role of light-induced fluorescence in the treatment of smooth surface carious lesions with icon infiltration and the results after 1 year,2014,4,7.929230861514342e-10,Topic 4
"The role of melatonin deficiency induced by pinealectomy on motor activity and anxiety responses in young adult, middle-aged and old rats",2024,28,6.636019715541826e-08,Topic 28
The role of melatonin on behavioral changes and concomitant oxidative stress in icvaβ1‐42 rat model with pinealectomy,2021,28,6.765913068387445e-08,Topic 28
The role of microrna-15a in the development of prostate cancer Effects on cell proliferation and pro-inflammatory signalling,2018,49,0.0,Topic 49
THE ROLE OF MIRNA AND PLANT-BASED MIRNA FOUND IN HUMAN BREAST MILK IN RELATION TO INFANT HEALTH AND DEVELOPMENT; [Le rôle des miARN et des miARN d’origine végétale présents dans le lait maternel humain en relation avec la santé et le développement du nourrisson],2024,-1,0.0,Outlier
The Role of miRNAs and lncRNAs in Laryngeal Squamous Cell Carcinoma - a Mini-Review; [Роль микроРНК и длинной некодированной РНК при ларенгиальной плоскоклеточной карциноме - мини обзо],2020,49,8.696976150166508e-09,Topic 49
The role of non-classical and chain-related human leukocyte antigen polymorphisms in laryngeal squamous cell carcinoma,2023,-1,0.0,Outlier
The role of Nrf2 activity in cancer development and progression,2019,51,3.408830137194767e-14,Topic 51
The role of open abdomen in non-trauma patient: WSES Consensus Paper,2017,-1,0.0,Outlier
The Role of Oxidative Stress in the Antifungal Activity of Two Mollusk Fractions on Resistant Fungal Strains,2025,61,1.7912179590502722e-24,Topic 61
The role of p53 tumor-suppressor protein in apoptosis and cancerogenesis,2008,51,0.0018640370975757988,Topic 51
The role of pancreatoscopy in the diagnostic work-up of intraductal papillary mucinous neoplasms: a systematic review and meta-analysis,2023,22,1.4343949374803104e-12,Topic 22
The role of parvalbumin and calbindin D28k in experimental scrapie,2008,-1,0.0,Outlier
The Role of Periprocedural Hemodynamic Variables during Carotid Stenting for the Mid-Term General Mortality in Advanced Age Patients; [Роль перипроцедуральных гемодинамических переменных во время стентирования сонных артерий в среднесрочной общей смертности у пациентов пожилого возраста],2023,2,2.732576648079069e-05,Topic 2
The Role of Piromelatine on Peripheral and Hippocampal Insulin Resistance in Rat Offspring Exposed to Chronic Maternal Stress,2024,28,7.572390718957111e-08,Topic 28
The Role of Placental Growth Factor in the Prediction of Carbohydrate and Thyroid Disorders during Pregnancy,2022,-1,0.0,Outlier
The role of plant cell wall proteins in response to salt stress,2014,0,1.288298877492902e-10,Topic 0
The Role of Postoperative Trimetazidine Therapy in On-Pump Coronary Artery Bypass Surgery; [Роль послеоперационной терапии триметазидином в операциях аорто-коронарного шунтирования с искусственным кровообращением],2023,-1,0.0,Outlier
The role of primary health care in long-term care facilities during the COVID-19 pandemic in 30 European countries: A retrospective descriptive study (Eurodata study),2023,3,0.003450020173312593,Topic 3
The role of radiological surveillance in the conservative management of incidental small testicular masses: A systematic review,2021,-1,0.0,Outlier
The role of recent admixture in forming the contemporary West Eurasian genomic landscape,2015,0,1.0226849942398028e-06,Topic 0
The Role of Reductive Stress in the Pathogenesis of Endocrine-Related Metabolic Diseases and Cancer,2025,-1,0.0,Outlier
The role of religious advisors in mental health care in the World Mental Health surveys,2017,15,0.0,Topic 15
THE ROLE of SCLEROSTIN and PGC-1 ALPHA in the PATHOGENESIS of OSTEOPOROSIS; [Le role de la sclerostine et du PGC-1 alpha dans la pathogenese de l'osteoporose],2020,-1,0.0,Outlier
The role of serum levels of anti-phospholipase A2 receptor antibodies in the diagnosis of primary membranous nephropathy,2021,-1,0.0,Outlier
The role of sex on the prevalence of cardiovascular risk factors in children and adolescents with Type 1 diabetes: The SWEET international database,2024,-1,0.0,Outlier
The role of small heat-shock protein αB-crystalline (HspB5) in COPD pathogenesis,2012,7,0.00872072269685498,Topic 7
The role of sphingomyelin in regulating phase coexistence in complex lipid model membranes: Competition between ceramide and cholesterol,2008,60,0.0,Topic 60
The role of stress echocardiography in the early detection of diastolic dysfunction in non-severe chronic obstructive pulmonary disease patients,2021,7,0.007169932013024873,Topic 7
The Role of Taylor Spatial Frame in the Treatment of Blount Disease,2018,66,0.004173383997139643,Topic 66
The Role of TCA Cycle Enzymes in Plants,2023,0,4.287338995759424e-07,Topic 0
The role of teamwork and non-technical skills for improving emergency surgical outcomes: an international perspective,2022,-1,0.0,Outlier
The role of the BDNF Val66Met polymorphism for the synchronization of error-specific neural networks,2010,69,0.0,Topic 69
The role of the biological control in the creation of bioremediation technologies,2009,-1,0.0,Outlier
THE ROLE OF THE COMPLEX APPROACH IN THE DIAGNOSTIC EVALUATION AND TREATMENT OF A PATIENT WITH HYPERTROPHIC OBSTRUCTIVE CARDIOMYOPATHY WITH A MIDVENTRICULAR GRADIENT,2024,2,1.0270530162907853e-26,Topic 2
The Role of the Immune Response in Chronic Marginal and Apical Periodontitis; [Роль иммунного ответа при хроническом маргинальном и апикальном периодонтит],2020,4,0.0018570409274480807,Topic 4
THE ROLE OF THE INFLAMMATORY PROTEIN PENTRAXIN 3 AS A BIOMARKER IN PATIENTS WITH ISCHEMIC HEART DISEASE,2024,-1,0.0,Outlier
The role of the transcription factor NF-kB in the pathogenesis of inflammation and carcinogenesis. Modulation capabilities,2025,3,0.0,Topic 3
The role of vaspin in the development of metabolic and glucose tolerance disorders and atherosclerosis,2015,-1,0.0,Outlier
The role of willis circle variations during unilateral selective cerebral perfusion: A study of 500 circles,2013,2,0.0,Topic 2
The role of18f-fdg pet/ct in evaluating the efficacy of radiofrequency ablation in metastatic and primary liver tumors: Preliminary results; [Metastatik ve primer karaciğer tümörlerinde radyofrekans ablasyonun etkinliğinin değerlendirilmesinde18f-fdg pet/bt’nin rolü: ön sonuçlar],2021,-1,0.0,Outlier
The route to autism spectrum diagnosis in pediatric practice in Bulgaria,2021,85,0.0,Topic 85
The Safety and Efficacy of Dalbavancin and Active Comparator in Pediatric Patients with Acute Bacterial Skin and Skin Structure Infections,2023,6,2.175630952741833e-71,Topic 6
The School Children Mental Health in Europe (SCMHE) project: Design and first results,2015,10,0.003357089370979467,Topic 10
The second gamma-H2AX assay inter-comparison exercise carried out in the framework of the European biodosimetry network (RENEB),2017,54,0.0,Topic 54
The secret life of fat: What are fat cells doing for the regulation of metabolism,2008,27,0.023836297285879594,Topic 27
The Sellar Region as Seen from Transcranial and Endonasal Perspectives: Exploring Bony Landmarks Through New Surface Photorealistic Three-Dimensional Model Reconstruction for Neurosurgical Anatomy Training,2024,-1,0.0,Outlier
The seroepidemiology of herpes simplex virus type 1 and 2 in Europe,2004,5,0.0026833348156249585,Topic 5
"The Serum ACE2, CTSL, AngII, and TNFα Levels after COVID-19 and mRNA Vaccines: The Molecular Basis",2023,3,0.005261015189631138,Topic 3
"The Serum Levels of the Heavy Metals Cu, Zn, Cd, and Pb and Progression of COPD—A Preliminary Study",2023,-1,0.0,Outlier
The significance of follow-up in patients with dysmorphic features: a case from clinical practice,2024,12,0.0031534209752697674,Topic 12
The significance of nasal carriage of Staphylococcus aureus as risk factor for human skin infections,2001,6,9.560590709857948e-109,Topic 6
The significance of stent sizing for parent vessel stenosis after flow diversion of MCA bifurcation aneurysms,2024,2,4.099907637402298e-59,Topic 2
"The Significance of the Response: Beyond the Mechanics of DNA Damage and Repair—Physiological, Genetic, and Systemic Aspects of Radiosensitivity in Higher Organisms",2025,54,0.004588023708149576,Topic 54
The Silent Threat to Women’s Fertility: Uncovering the Devastating Effects of Oxidative Stress,2023,9,0.004177969770171358,Topic 9
The Six-Minute Walk Test – a Reliable Test for Detection of Exercise-Related Desaturation in Patients with Chronic Obstructive Pulmonary Disease; [Тест шестиминутной ходьбы – надёжный тест для выявления связанной с физической нагрузкой десатурации у пациентов с хронической обструктивной болезнью лёгких],2023,7,2.922898984039863e-13,Topic 7
The Skin and the Eye - Herpes Zoster Ophthalmicus in a Healthy 18-month-old Toddler,2018,-1,0.0,Outlier
The sleeping brain and the neural basis of emotions,2012,-1,0.0,Outlier
The small Rho GTPase Rac1 controls normal human dermal fibroblasts proliferation with phosphorylation of the oncoprotein c-myc,2007,-1,0.0,Outlier
The Socio-Economic Burden of Spinal Muscular Atrophy: A Cost-of-Illness Study in Bulgaria,2025,37,6.02644118740613e-06,Topic 37
The State as a Driver for Good Corporate Governance of State-Owned Enterprises,2022,-1,0.0,Outlier
The state of health in the European Union (EU-27) in 2019: a systematic analysis for the Global Burden of Disease study 2019,2024,68,0.0,Topic 68
The status of antimicrobial resistance of Helicobacter pylori in eastern Europe,2002,87,0.0,Topic 87
The stress and vascular catastrophes in newborn rats: Mechanisms preceding and accompanying the brain hemorrhages,2016,27,0.0,Topic 27
The Structure and Function of Major Plant Metabolite Modifications,2019,0,0.004208378459300401,Topic 0
The structure-antioxidant activity relationship of ferulates,2017,1,0.0003227896862364622,Topic 1
The study of the apoptogenic effect of pyrimidine derivatives on murine leukemia cells,2005,62,0.0,Topic 62
THE STUDY OF THE NATURAL SUBSTANCES OBTAINED FROM THE POPLAR BUDS AND THEIR USE FOR PROTECTION AGAINST THE ACTION OF IONIZING RADIATION,2023,1,0.002524524057900173,Topic 1
The style and substance of plant flavonoid decoration; towards defining both structure and function,2020,1,1.4491831310344289e-09,Topic 1
The subunits of the S-phase checkpoint complex Mrc1/Tof1/Csm3: Dynamics and interdependence,2014,19,0.0,Topic 19
"The Superblock model: A review of an innovative urban model for sustainability, liveability, health and well-being",2024,46,0.0,Topic 46
"The synthesis of UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (GNE), α-dystroglycan, and β-galactoside α-2,3-sialyltransferase 6 (ST3Gal6) by skeletal muscle cell as a response to infection with Trichinella spiralis",2022,-1,0.0,Outlier
The Tail Wags the Dog: The Far Periphery of the Coordination Environment Manipulates the Photophysical Properties of Heteroleptic Cu(I) Complexes,2022,47,0.00030158274555641744,Topic 47
The tale of TILs in breast cancer: A report from The International Immuno-Oncology Biomarker Working Group,2021,65,7.488684948568792e-09,Topic 65
The target of Drosophila photoreceptor synaptic transmission is a histamine-gated chloride channel encoded by ort (hclA),2002,12,0.0027754295121909245,Topic 12
The Testicular Form of Angiotensin-Converting Enzyme as a Marker for Human Sperm Quality Assessment; [Тестикулярная форма ангиотензинпревращающего фермента в качестве маркера оценки качества спермы человека],2023,9,0.0,Topic 9
The Therapeutic Effect of Antitumor Drugs Erufosine and Doxorubicin on the Metastatic Process in the Testes of Hamsters with Graffi Myeloid Tumor. Morphometric and Histological Studies; [КСПЕРИМЕНТАЛЬНЫЕ ИССЛЕДОВАНИЯ],2024,51,0.0,Topic 51
The thermodynamic patterns of eukaryotic genes suggest a mechanism for intron-exon recognition,2013,19,0.0030318849642997675,Topic 19
The ToxBank data warehouse: Supporting the replacement of in vivo repeated dose systemic toxicity testing,2013,78,0.0,Topic 78
The transcription factor HSFA7b controls thermomemory at the shoot apical meristem by regulating ethylene biosynthesis and signaling in Arabidopsis,2024,0,0.0,Topic 0
The transition to flowering in apple,2010,0,9.186537204749185e-12,Topic 0
The transition to uniportal robotic surgery in the second decade of uniportal surgery,2023,22,0.0,Topic 22
The transversal competence for problem-solving in cognitive learning,2018,10,0.0034598958406676737,Topic 10
"The TREAT-NMD DMD global database: Analysis of more than 7,000 duchenne muscular dystrophy mutations",2015,12,0.004354469172389494,Topic 12
"The TREAT-NMD duchenne muscular dystrophy registries: Conception, design, and utilization by industry and academia",2013,12,0.0035575307403586894,Topic 12
The tree that hides the forest: Cryptic diversity and phylogenetic relationships in the Palaearctic vector Obsoletus/Scoticus Complex (Diptera: Ceratopogonidae) at the European level,2020,0,1.4240559616352715e-26,Topic 0
The trends of complicated acute colonic diverticulitis—a systematic review of the national administrative databases,2019,-1,0.0,Outlier
"The Triterpenoid Nrf2 Activator, CDDO-Me, Decreases Neutrophil Senescence in a Murine Model of Joint Damage",2023,82,0.0,Topic 82
The Trochlear Paradox in Native Knees and Its Potential Impact on Total Knee Arthroplasty: An MRI-Based Correlation Study Investigating the Effect of Varying Posterior Femoral Condyle Angles on the Patellofemoral Joint,2024,8,1.4459968852705912e-07,Topic 8
"The Tryptophan Catabolite or Kynurenine Pathway in a Major Depressive Episode with Melancholia, Psychotic Features and Suicidal Behaviors: A Systematic Review and Meta-Analysis",2022,39,2.0992451614430495e-08,Topic 39
The Tryptophan Catabolite or Kynurenine Pathway in Alzheimer's Disease: A Systematic Review and Meta-Analysis,2022,39,0.006730043812137522,Topic 39
The tryptophan catabolite or kynurenine pathway in autism spectrum disorder; a systematic review and meta-analysis,2023,39,0.0,Topic 39
The tryptophan catabolite or kynurenine pathway in COVID-19 and critical COVID-19: a systematic review and meta-analysis,2022,39,0.0,Topic 39
The tryptophan catabolite or kynurenine pathway in major depressive and bipolar disorder: A systematic review and meta-analysis,2022,39,1.929741269954122e-09,Topic 39
"The tryptophan catabolite or kynurenine pathway in schizophrenia: meta-analysis reveals dissociations between central, serum, and plasma compartments",2022,39,1.4318723765752877e-05,Topic 39
The Two Arrows of Pain: Mechanisms of Pain Related to Meditation and Mental States of Aversion and Identification,2024,-1,0.0,Outlier
The type of DNA attachment sites recovered from nuclear matrix depends on isolation procedure used,2000,19,0.0,Topic 19
"THE UNCHARTED MIDDLE GROUND – WHEN THE PATIENT ASKS, BUT THE GUIDELINESS DON’T ANSWER",2021,2,1.9212641431433876e-06,Topic 2
The unforeseen non-coding RNAs in head and neck cancer,2018,49,0.0,Topic 49
The unrestricted global effort to complete the COOL trial,2023,71,0.0002015196885718635,Topic 71
The Untapped Potential of Hairy Root Cultures and Their Multiple Applications,2024,1,0.0008339950903918439,Topic 1
The unwelcome trio: HIV plus cutaneous and visceral leishmaniasis,2016,-1,0.0,Outlier
The upper spatial limit for perception of displacement is affected by preceding motion,2009,-1,0.0,Outlier
"The use and exchange of teaching modules published in the series of handbooks prepared within the frame of the ""forum for public health in South-Eastern Europe"" network",2012,-1,0.0,Outlier
The use of advanced technology for preoperative planning in cranial surgery – A survey by the EANS Young Neurosurgeons Committee,2023,-1,0.0,Outlier
The Use of Amphipols for NMR Structural Characterization of 7-TM Proteins,2014,42,1.1827737790387992e-07,Topic 42
The use of antenatal corticosteroids for fetal maturation: Clinical practice guideline by the WAPM-World Association of Perinatal Medicine and the PMF-Perinatal Medicine foundation,2022,-1,0.0,Outlier
The use of biomarkers for the etiologic diagnosis of MCI in Europe: An EADC survey,2015,70,0.00038688601764338027,Topic 70
"The use of continuous glucose monitoring in people living with obesity, intermediate hyperglycemia or type 2 diabetes",2025,23,0.0,Topic 23
The Use of COVID-19 Mobile Apps in Connecting Patients with Primary Healthcare in 30 Countries: Eurodata Study,2024,3,0.003992383796346799,Topic 3
The use of dietary supplements by professional athletes,2018,-1,0.0,Outlier
The use of Faecal Microbiota Transplantation (FMT) in Europe: A Europe-wide survey,2021,6,0.003272710018204688,Topic 6
The Use of Handheld Ultrasound Devices-An EFSUMB Position Paper,2019,-1,0.0,Outlier
The use of interactive technologies in the formation of students’ subjectivity: innovative practices; [Применение интерактивных технологий в становлении субъектности студентов: инновационные практики]; [El uso de tecnologías interactivas en el desarrollo de la subjetividad estudiantil: prácticas innovadoras],2024,10,0.003434155148686985,Topic 10
The use of multiple-criteria decision-making theory to measure students' perceptions of high-fidelity simulation,2017,-1,0.0,Outlier
THE USE OF PERSONALIZED PHARMABIOTICS AS AN APPROACH TO THE REHABILITATION OF POST-COVID PATIENTS,2024,3,0.00012805614045169954,Topic 3
The use of plants for remediation of metal-contaminated soils.,2004,16,0.0012670374829545855,Topic 16
The use of recombinant pseudotype virus-like particles harbouring inserted target antigen to generate antibodies against cellular marker p16(INK4A),2012,20,0.0017600909890382402,Topic 20
The use of wheat grass juice as a promising functional feed additive for enhancing reproductive performance and larvae quality of sterlet (Acipenser ruthenus),2025,1,3.6848791463487783e-10,Topic 1
THE UTILITY OF USB MICROSCOPE FOR ASSESSMENT OF RAYNAUD’S PHENOMENON PATIENTS IN RHEUMATOLOGY PRACTICE,2023,-1,0.0,Outlier
The variegated canalized-1 tomato mutant is linked to photosystem assembly,2024,0,3.537121818477793e-32,Topic 0
The views of young women on HPV vaccine communication in four european countries,2015,3,6.959394911375214e-08,Topic 3
The virus mutants resistant to chemotherapeutics—a main problem in the treatment of viral infections,2002,30,7.509416770643841e-07,Topic 30
The virus that shook the world: questions and answers about SARS-CoV-2 and COVID-19,2021,3,0.0,Topic 3
The Vital Role of Melatonin and Its Metabolites in the Neuroprotection and Retardation of Brain Aging,2024,28,6.967730266580041e-08,Topic 28
THE VITAMIN D STORY – A 2023 UPDATE ON FRACTURES AND FALLS,2023,79,0.0,Topic 79
The wonderful activities of the genus Mentha: Not only antioxidant properties,2021,1,1.8967737883642264e-08,Topic 1
The World Society of Emergency Surgery Sepsis Severity Score shows no prognostic superiority over the Mannheim Peritonitis Index in patients with complicated intra-abdominal infections,2022,71,0.0,Topic 71
The wound response in fresh-cut lettuce involves programmed cell death events,2018,-1,0.0,Outlier
The zooplankton composition in two reservoirs in the north-west bulgaria in relation to dreissena spp. Occurrence,2009,-1,0.0,Outlier
The zoos and their role in the formal and informal environmental education,2009,10,0.003183035157056879,Topic 10
"Theoretical Analysis of Hydrogen Bonds, Energy Distribution and Information in a 1 % Rosa damascena Mill Oil Solution",2022,-1,0.0,Outlier
Theoretical and experimental investigation of protein crystal nucleation in pores and crevices,2021,-1,0.0,Outlier
Theoretical and experimental vibrational characterization of biologically active Nd(III) complex,2021,47,0.0,Topic 47
Theoretical Assessment of the Ligand/Metal/Quadruplex Recognition in the Non-Canonical Nucleic Acids Structures,2023,47,0.0,Topic 47
Theoretical investigation of the bonding properties of N-heterocyclic carbenes coordinated to electron-rich d8 metal centers,2007,47,6.128244956414309e-08,Topic 47
Theoretical predication of temperature effects at 20°C-42°C on adaptive processes in simulated amyotrophic lateral sclerosis,2018,-1,0.0,Outlier
Theory about the Embryo Cryo-Treatment,2017,9,0.0033612457463574465,Topic 9
Theranostic nanomachines for cancer treatment,2022,11,0.002508028062963542,Topic 11
Therapeutic approach of glutathione/glutathione peroxidase-4 axis modulation in the light of ferroptosis,2022,-1,0.0,Outlier
Therapeutic Approaches in Locked-in Syndrome; [Терапевтические подходы к синдрому деэфферентации],2019,-1,0.0,Outlier
Therapeutic approaches to the treatment of recurrent respiratory papillomatosis of the aerodigestive tract (a clinical study),2014,-1,0.0,Outlier
Therapeutic benefit of idebenone in patients with Leber hereditary optic neuropathy: The LEROS nonrandomized controlled trial,2024,-1,0.0,Outlier
Therapeutic comparison of a new budesonide/formoterol pMDI with budesonide pMDI and budesonide/formoterol DPI in asthma,2007,7,1.8260230699473337e-05,Topic 7
Therapeutic diets and supplementation: exploring their impact on autism spectrum disorders in childhood – A narrative review of recent clinical trials,2024,79,0.0,Topic 79
Therapeutic education and physiotherapy in low back pain management,2021,8,1.1742631846682498e-08,Topic 8
Therapeutic guidelines in chronic low back pain,2020,8,0.0,Topic 8
Therapeutic Hotline: Cysteinyl leukotriene receptor antagonist montelukast in the treatment of atopic dermatitis,2010,13,0.02482724475414867,Topic 13
"Therapeutic management of hereditary angioedema: Past, present, and future",2021,-1,0.0,Outlier
THERAPEUTIC OPTIONS IN THE TREATMENT OF INFECTIOUS ENDOCARDITIS OF AN IMPLANTABLE CARDIAC DEVICE LEAD,2022,2,6.565674437336799e-06,Topic 2
Therapeutic Plasma Exchange and Multiple Sclerosis Dysregulations: Focus on the Removal of Pathogenic Circulatory Factors and Altering Nerve Growth Factor and Sphingosine-1-Phosphate Plasma Levels,2023,-1,0.0,Outlier
Therapeutic Plasma Exchange in Certain Immune-Mediated Neurological Disorders: Focus on a Novel Nanomembrane-Based Technology,2023,-1,0.0,Outlier
"Therapeutic Potential of 1-(2-Chlorophenyl)-6,7-dimethoxy-3-methyl-3,4-dihydroisoquinoline",2024,58,0.0,Topic 58
"Therapeutic potential of alpha-lipoic acid in viral infections, including COVID-19",2021,-1,0.0,Outlier
